,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,cad_payoff
42,50,7lgvau40,5dd8c6e24c97928688acd05d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:04:30.458447+00:00,1,,,171.0,50,,11.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0,Male,47.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,I don't know,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,10.75
43,51,5l6sbrxp,6148c0a6e2353cbbac1cd506,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:04:53.021439+00:00,1,,,202.0,51,,12.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,69.0,US,undergraduate: 2nd year,Other Management,1.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,to study investor knowledge and skills,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,12.5
44,52,qz37893j,62cd9290653f1ada1c0575e7,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:04:57.265169+00:00,1,,,240.0,52,,10.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,33.0,US,undergraduate: 2nd year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,unsure,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0,14.0
45,53,661sy8xj,5e4465013f75e52fc82f7096,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:04:59.310639+00:00,1,,,216.0,53,,11.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,1.0,1.0,Male,45.0,US,undergraduate: 4th year,Other Management,0.0,1.0,1.0,1.0,Less than once a month,Multiple times a day,Stocks,No,Evaluating how people understand stocks.,No.,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,13.0
46,54,7zz4wq8n,5b2890f10ec82d0001d24b61,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:05:49.343392+00:00,1,,,160.0,54,,5.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,56.0,US,undergraduate: 2nd year,Other Management,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,Risk involved in buying and selling stocks,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 155}",1,1,vvlpwazd,,,,,0,9.0
47,55,ime7j3zc,5f92ea37b7b9c103e0a93d40,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:05:49.932451+00:00,1,,,241.0,55,,11.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,2.0,Male,49.0,US,undergraduate: 2nd year,Other,0.0,1.0,1.0,0.0,Less than once a month,Monthly,Cryptocurrencies,No,To test an online trading platform?,No,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0,14.25
48,56,mpw8w627,5d7fd2a5987f70001602d95b,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:06:00.970586+00:00,1,,,199.0,56,,9.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3.0,3.0,Female,47.0,US,undergraduate: 4th year,Finance,1.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,human dynamics on stock trading,,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,11.75
49,57,punmb7td,55a28851fdf99b602e6b05dd,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:06:25.011008+00:00,1,,,180.0,57,,10.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,70.0,US,undergraduate: 4th year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,intuitive grasp of trading,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,11.0
50,58,bvq5sp9r,5edcfe625cd39c9efd5cc2ae,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:06:27.305598+00:00,1,,,241.0,58,,11.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,,Female,38.0,US,master,Other,0.0,0.0,1.0,1.0,Daily,Daily,Stocks,No,see how people respond to fluctuating markets,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0,14.25
51,59,o9fexw9j,5b0d1b8e444cef0001ca66ac,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:06:39.690487+00:00,1,,,241.0,59,,6.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,2.0,1.0,1.0,Female,59.0,US,high-school graduate,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,Seemed like research for developing a trading app,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 235}",1,1,vvlpwazd,,,,,0,13.25
52,60,chbm7523,630e2acdb76b29b94ceecff1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:06:46.417774+00:00,1,,,149.0,60,,4.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",3.0,,,Male,59.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Daily,Weekly,Cryptocurrencies,Yes,Trading,No,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 145}",1,1,vvlpwazd,,,,,0,8.25
53,79,mb10ijsd,63f7a192f23f12b947c92d36,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:07:39.871440+00:00,1,,,136.0,79,,11.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Male,66.0,US,PhD,Finance,1.0,0.0,1.0,1.0,Less than once a month,Daily,Cryptocurrencies,Yes,Trading,No please,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 125}",1,1,vvlpwazd,,,,,0,9.0
54,80,szvauh5h,5c935d881754ba001b25697a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:08:25.301887+00:00,1,,,210.0,80,,10.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3.0,1.0,Female,38.0,US,undergraduate: 4th year,Other,1.0,0.0,1.0,0.0,Less than once a month,Monthly,Bonds,No,To see if we can hold out without trading early,no,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,12.5
55,81,tzg2wasi,5c8ec999bb6a3c00014acf5f,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:09:14.308245+00:00,1,,,196.0,81,,6.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,54.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,"Knowledge on the financial market and how much risk we are willing to take??  Best answer, I have no idea to be honest.","Yes, the last 4 questions above, should have a no or does not apply to me answer.  I do not trade nor have a portfolio so I can't answer those questions appropriately.","{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,11.0
56,82,newepstp,5d8793d36c53380015139da9,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:09:26.148059+00:00,1,,,165.0,82,,10.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,24.0,US,master,Other,0.0,1.0,0.0,1.0,Less than once a month,Weekly,Bonds,Do not know,To gauge how people will react to changing markets through buying and selling,No difficulties!,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 155}",1,1,vvlpwazd,,,,,0,10.25
57,83,s7a4n4jx,615366914bfb3d9509710cba,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:09:53.493786+00:00,1,,,171.0,83,,11.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,1.0,1.0,Male,23.0,US,undergraduate: 4th year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,See how people manage their money on different platforms,"Just here on the last page, it asks if I have trading experience and even though I said no, there are still questions about how I trade that follow it which seems odd. I marked the least common choice because there was no option to say never. The one about asset class was hard to answer though, so I went with crypto since someone bought me some once, but I have never touched it since.","{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,10.75
58,84,bll1fx3g,60b348a8332d26d4b88be6a1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:09:55.053997+00:00,1,,,179.0,84,,4.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,40.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Weekly,Daily,Stocks,No,",",",","{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,9.75
59,85,67twueaz,60db3b18bb1cd76fd466da0a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:10:20.524612+00:00,1,,,219.0,85,,4.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,5.0,Female,33.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,how retail investors trade on digital platforms.,No difficulty,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0,11.75
60,86,afan4w14,616d09161d975b379aa79f99,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:10:47.783512+00:00,1,,,160.0,86,,10.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0,Female,33.0,NG,master,Other,1.0,1.0,1.0,1.0,Less than once a month,Weekly,Bonds,No,check peoples financial knowledge of trading,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 150}",1,1,vvlpwazd,,,,,0,10.0
61,88,3vhhjydy,62e7357284e65421d8f8b10f,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:11:06.277350+00:00,1,,,171.0,88,,11.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,65.0,NL,undergraduate: 2nd year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,evaluate a investment webdesign,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,10.75
62,89,8x4uvovf,60f98abd446a8ee5ed91a8cd,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:11:08.694623+00:00,1,,,164.0,89,,4.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0,Male,36.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,how retail investors trade on digital platforms.,No difficulty,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,9.0
63,90,0nts58x6,55d5b307cfc2f400054583d1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:11:16.806435+00:00,1,,,197.0,90,,12.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Other,19.0,US,undergraduate: 2nd year,Other,0.0,1.0,1.0,0.0,Less than once a month,Weekly,Stocks,No,Evaluating the impact of platform features on trading decisions,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,12.25
64,91,mp349oqd,5d4732b70829350016ed314d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:11:43.647742+00:00,1,,,169.0,91,,9.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0,Male,51.0,US,high-school graduate,Other,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,to find out my ability to invest,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,10.25
65,92,qihm28ir,63d7df9884f0b6ee095aada3,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:12:21.990555+00:00,1,,,290.0,92,,5.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,4.0,Male,31.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,To see the financial iq of various demographics.,No,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 285}",1,1,vvlpwazd,,,,,0,15.5
66,93,dh1jvezl,5c07046396378a000119561f,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:12:54.456840+00:00,1,,,195.0,93,,10.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,2.0,,,Male,55.0,GB,undergraduate: 4th year,Other,0.0,0.0,1.0,0.0,Weekly,Weekly,Stocks,No,Decisions when given warnings and notifications,"None, thank you","{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,11.75
67,94,kykby947,60cefee15b44bd17785295f1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:13:05.653148+00:00,1,,,226.0,94,,11.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,,Male,67.0,US,master,Other,0.0,0.0,1.0,0.0,Less than once a month,Weekly,Stocks,No,data prediction,none,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0,13.5
68,95,hqulmbmv,60e792f25e9ab875f9605cf5,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:13:15.133498+00:00,1,,,202.0,95,,12.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,1.0,1.0,1.0,Female,38.0,US,undergraduate: 4th year,Other,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,TO see if buy and hold is better than trying to time the market,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,12.5
69,96,nvrmqqna,5f90581950d8520e8c7d3890,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:13:25.747714+00:00,1,,,183.0,96,,8.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,5.0,,,Male,32.0,US,master,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",No,Finance,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,10.75
70,97,96o6hitp,63ba10de73415d047e1d6731,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:14:11.772434+00:00,1,,,231.0,97,,6.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,3.0,2.0,Female,49.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,I do not know,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 225}",1,1,vvlpwazd,,,,,0,12.75
71,99,b2lyx61m,5eaa5d8b040c211e56dc98c0,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:14:37.199339+00:00,1,,,192.0,99,,2.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,37.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,learning how to trade stocks,"It took a little bit of time to follow what was going on since I've never sold stocks, but was easy to get the hang of.","{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,10.0
72,100,85q2mnx4,5484821efdf99b07b28f2300,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:14:54.350933+00:00,1,,,260.0,100,,10.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,38.0,US,undergraduate: 4th year,Finance,1.0,1.0,1.0,1.0,Multiple times a day,Multiple times a day,"Derivatives (Options, Futures)",Yes,whether trading decisions improved on different designs,no!,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 250}",1,1,vvlpwazd,,,,,0,15.0
73,101,gpkp02zi,5cb128db0d14d3001838eef5,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:15:18.286290+00:00,1,,,141.0,101,,11.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 2,Design 1,"Have an option between Design #1 and Design #2,",2.0,4.0,1.0,Female,46.0,US,undergraduate: 4th year,Other Management,0.0,0.0,0.0,0.0,Less than once a month,Monthly,Stocks,Do not know,not sure,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 130}",1,1,vvlpwazd,,,,,0,9.25
74,102,cdvwu94r,63656c4e67c6245cc50dc5a7,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:15:20.281147+00:00,1,,,200.0,102,,10.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,39.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Cryptocurrencies,No,Risk taking,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,12.0
